,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
7653,Kid Astray,Home Before the Dark (Deluxe Version),Day in June,2PuqiampBsxb7yQx9YbGLi,0.257,0.804,5,-5.314,1,0.074,0.00254,0.0249,0.22,0.582,166.319,251415,4,1.0
7654,King Princess,1950,1950,0CZ8lquoTX2Dkg7Ak2inwA,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,225133,4,16.0
7655,Years & Years,Palo Santo (Deluxe),All For You,2ehnD9UaRVYK6GeUmBFCez,0.65,0.718,1,-4.365,0,0.0384,0.135,9.53e-05,0.106,0.686,114.034,219640,4,17.0
7656,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,210200,4,7.0
7657,Lewis Capaldi,Bruises,Bruises,7x91w5f5x7UayENcGAP5i2,0.572,0.319,4,-6.206,1,0.0685,0.963,0,0.161,0.359,110.922,218492,4,16.0
7658,Birdy,Beautiful Lies,Wild Horses,6IEc8l3p6Z5OBLMFg6Z2V1,0.586,0.745,8,-6.88,1,0.0656,0.046,0,0.099,0.756,84.734,181606,4,8.0
7659,Tom Odell,Jubilee Road (Expanded Edition),You're Gonna Break My Heart Tonight,5y9b65dSxULwCiQRLgzO21,0.287,0.292,5,-8.32,0,0.028,0.784,0.000723,0.0879,0.142,86.736,278766,4,11.0
7660,Icona Pop,THIS IS... ICONA POP,We Got the World,5zGyjB2AF0AnOaFehUWZWZ,0.501,0.931,6,-3.839,1,0.0754,0.00156,2.03e-06,0.186,0.376,128.055,187013,4,19.0
7661,Lady Gaga,ARTPOP,Applause,5ka2ajep9OAvU5Sgduhiex,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,4,14.0
7662,Years & Years,Palo Santo (Deluxe),Karma,2zcPV7NeGyhSZJK0WjETx7,0.79,0.506,7,-7.052,1,0.118,0.146,0,0.0876,0.456,105.018,193880,4,8.0
7663,Lady Gaga,A Star Is Born Soundtrack,Shallow,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4,19.0
7664,Rhys,Starfish (feat. FELIX SANDMAN),Starfish (feat. FELIX SANDMAN),3lp9DbxlcXH5dycCWQCw0b,0.601,0.64,4,-6.368,1,0.0358,0.0295,4.3e-06,0.145,0.465,99.986,203400,4,10.0
7665,Lady Gaga,Born This Way (International Special Edition Version),Marry The Night,02d1E4NRuh7OEQO4vCb9PD,0.612,0.877,0,-4.43,1,0.064,0.000992,0.00563,0.462,0.38,131.068,264520,4,7.0
7666,LÉON,LÉON,Baby Don't Talk,1Fxx8kShVR8ZwVhZ85zvyC,0.759,0.886,11,-4.008,1,0.0377,0.065,0,0.0939,0.786,119.975,186734,4,8.0
7667,Glenn Lyse,Come Closer,Days Go By,18qilaHD5JcswwshJjGkzQ,0.57,0.945,10,-4.488,0,0.0647,0.00613,1.13e-06,0.296,0.419,125.984,245573,4,13.0
7668,Kjartan Salvesen,Kjartan Salvesen,Standing Tall,1ZB8WtvdBJnavscmkT5Le7,0.555,0.86,10,-3.762,0,0.032,0.00142,0,0.133,0.716,106.966,219507,4,14.0
7669,Birdy,Beautiful Lies,Keeping Your Head Up,3UbCMiXR6d9zcfNRS0mTzG,0.599,0.78,11,-5.033,1,0.0527,0.156,0,0.189,0.529,122.077,208395,4,8.0
7670,Heart,Bad Animals,Alone,54b8qPFqYqIndfdxiLApea,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733,4,11.0
7671,Lil Wayne,Tha Carter IV (Edited Version),How To Love,5XserO3P4yzvRNQRTrJFuC,0.643,0.661,11,-6.093,1,0.0416,0.000177,5.14e-06,0.108,0.272,154.001,240307,4,19.0
7672,Lila,Don't Let Go,Don't Let Go,6ab0nDyuNDrTtq1XpO78wx,0.646,0.864,5,-5.198,0,0.0395,0.0503,0,0.032,0.61,135.024,203322,4,17.0
7673,George Ezra,Staying at Tamara's,Paradise,38zwkK6TtTjIW9tpYBfZ3D,0.642,0.881,11,-3.537,1,0.0393,0.209,0,0.21,0.913,138.03,222045,4,8.0
7674,MØ,Blur,Blur,2Fsat2MbgEFJCSyCMVxz9b,0.598,0.727,1,-5.78,0,0.0442,0.00399,0,0.635,0.372,140.057,184951,4,7.0
7675,George Ezra,Staying at Tamara's,Pretty Shining People,2JVwsN6viHjR9t5pCPQ4Br,0.584,0.726,1,-4.604,1,0.0371,0.14,0,0.0984,0.398,106.979,212447,4,10.0
7676,Redbone,Come and Get Your Love,Come and Get Your Love - Single Version,7GVUmCP00eSsqc4tzj1sDD,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,205933,4,14.0
7677,Kim Cesarion,Undressed,Undressed,0jQvysmjtBMRNjmHLe3gZK,0.805,0.834,2,-4.713,1,0.0306,0.145,4.46e-06,0.201,0.642,119.966,222000,4,3.0
7678,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),27rdGxbavYJeBphck5MZAF,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4,13.0
7679,Iggy Azalea,The New Classic,Change Your Life,1QJLm4mdmqRkXXbHc4pYWY,0.673,0.773,6,-5.545,0,0.22,0.0206,0,0.12,0.686,132.008,220749,4,0.0
7680,Kid Ink,Almost Home,Money and the Power,20j9HwjFfdgYc5JBovDxLR,0.565,0.683,0,-5.77,1,0.0889,0.0271,7.69e-05,0.114,0.353,174.073,206667,4,1.0
7681,J. Cole,4 Your Eyez Only,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ,0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,264747,4,0.0
7682,Seeb,Grip,Grip,3gicyfiEVMGONgzygpWjNT,0.598,0.904,4,-2.293,1,0.0507,0.331,0,0.264,0.503,138.091,198075,4,1.0
7683,Anastacia,Anastacia,Left Outside Alone,3xl7PsO7Hzuig6To9FgDm6,0.663,0.746,2,-3.567,0,0.0321,0.0697,0,0.0929,0.325,102.847,257427,4,17.0
7684,Various Artists,Oliver And Company Original Soundtrack (English Version),Why Should I Worry?,0wGh31bYM4IuRdJ7xTvgKN,0.71,0.539,11,-13.716,1,0.0695,0.21,3.26e-05,0.0389,0.893,91.892,214773,4,8.0
7685,Davai,Cry Like Kim K (with Lisa Ajax),Cry Like Kim K (with Lisa Ajax),1ZSSNLEDzs3yFDwM85HDHU,0.788,0.637,3,-5.432,1,0.0887,0.231,0,0.291,0.573,124.999,168813,4,3.0
7686,Sigrid,Sucker Punch,Don’t Feel Like Crying,1ABvDz0JnQGO8M8NYjRNMp,0.749,0.814,5,-3.769,0,0.0404,0.156,0,0.0673,0.715,119.964,157010,4,14.0
7687,Dua Lipa,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")","Swan Song - From the Motion Picture ""Alita: Battle Angel""",5600nq7TiBraBX2jobyJ3l,0.588,0.821,5,-6.54,0,0.216,0.00579,0.000275,0.208,0.509,188.098,182075,4,4.0
7688,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),11 Minutes (with Halsey feat. Travis Barker),4mGdjNMo0RonTlOEb7cYg4,0.464,0.852,11,-3.804,1,0.067,0.0116,0,0.108,0.233,160.075,239507,4,1.0
7689,The Wombats,Beautiful People Will Ruin Your Life,Lemon to a Knife Fight,3QRqzF6rX9nZbTGQvBU5bN,0.557,0.849,9,-3.58,0,0.0444,0.000889,0,0.0944,0.71,149.994,205822,4,14.0
7690,The Wombats,The Wombats Proudly Present... This Modern Glitch,Walking Disasters,282o3drzJvcam50jk7E8ef,0.609,0.931,11,-6.723,1,0.179,0.00607,0,0.908,0.349,131.998,257148,4,7.0
7691,A R I Z O N A,GALLERY,Cross My Mind,4FjPJhlEIWB9QVKFTc78Nn,0.651,0.747,0,-5.456,1,0.0382,0.0848,0.000555,0.122,0.476,93.048,218760,4,3.0
7692,Phlake,Slush Hours,Angel Zoo,672amoeenDyj593OhDRgak,0.669,0.683,0,-5.214,1,0.173,0.207,3.99e-06,0.171,0.452,80.022,159720,4,3.0
7693,Sigrid,Sucker Punch,Sight Of You,7BCThwwyTExZv513fcJdki,0.69,0.852,4,-5.989,1,0.0408,0.0155,3.62e-05,0.121,0.48,129.916,237786,4,3.0
7694,P!nk,Walk Me Home,Walk Me Home,7DHApOHsIFo7EyfieArYGE,0.652,0.453,1,-6.119,1,0.0445,0.0507,0,0.179,0.432,88.039,177391,3,5.0
7695,Mabel,Ivy To Roses (Mixtape),Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4,19.0
7696,Bebe Rexha,Last Hurrah,Last Hurrah,0i0wnv9UoFdZ5MfuFGQzMy,0.514,0.618,11,-4.585,0,0.0317,0.175,0,0.117,0.401,84.259,150333,4,13.0
7697,Dagny,Hit Your Heart,Hit Your Heart,4hHUlFX74mSbMcbRNy5GI2,0.324,0.859,5,-3.204,1,0.248,0.0023,1.47e-06,0.36,0.259,176.059,214000,4,1.0
7698,Riverdale Cast,Riverdale: Season 3 (Original Television Soundtrack),We Don't Need Another Hero (feat. Ashleigh Murray),6w6hsi7kKTJYNVieJbiqJb,0.424,0.664,0,-4.98,1,0.031,0.0633,0.0278,0.177,0.489,104.786,192120,4,10.0
7699,Lil Wayne,Tha Carter III,Lollipop,5jnxxpX2834SB6LJ0S73Uz,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,4,3.0
7700,Kendrick Lamar,To Pimp A Butterfly,King Kunta,0N3W5peJUQtI4eyR6GJT5O,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,234693,4,14.0
7701,Klovner I Kamp,Ørnen Tek Ikkje Unga,Valsen,1yEzrUGY6zRQFk4x6dTYKo,0.625,0.834,1,-2.844,0,0.121,0.27,0,0.495,0.889,110.778,223880,1,5.0
7702,Various Artists,Classic 80's,Walk The Dinosaur,0xlq96UPZXVBqfNZP1WpfM,0.802,0.794,2,-12.087,1,0.0492,0.115,0.0121,0.0808,0.909,115.361,262333,4,3.0
7703,Smith & Thell,Pixie's Parasol,Forgive Me Friend (feat. Swedish Jam Factory),3OOCTo40A47WiXqMu6NDi2,0.59,0.81,1,-5.751,1,0.0319,0.0014,0,0.198,0.624,127.916,216133,4,3.0
7704,Klovner I Kamp,Langt å gå,Langt å gå,0EmMLH8rhlXtlPR8ACYFh2,0.552,0.661,5,-7.569,1,0.259,0.349,0,0.581,0.887,177.656,198170,4,7.0
7705,Avicii,TIM,SOS (feat. Aloe Blacc),2x0RZdkZcD8QRI53XT4GI5,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202,4,17.0
7706,Dermot Kennedy,Without Fear,Power Over Me,4tViDtaHuSLnh7HVJTrKhs,0.319,0.841,9,-4.232,0,0.147,0.0518,0,0.106,0.483,173.868,206960,3,5.0
7707,Panic! At The Disco,Pray for the Wicked,"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,0.577,0.833,5,-3.337,1,0.0695,0.0137,0,0.121,0.58,107.936,169667,4,8.0
7708,Resirkulert,Palass,Palass,4k1yKNYbPm7vrYxtDd6U4x,0.47,0.88,11,-5.52,0,0.0379,0.0326,2.16e-05,0.223,0.779,160.003,204640,4,4.0
7709,Wrabel,We Could Be Beautiful,Ritual,5X2ippHAj4GHuWfqQriqvF,0.591,0.672,0,-6.553,0,0.0379,0.0636,0,0.288,0.448,108.938,241465,4,17.0
7710,AJR,Living Room,Infinity,3i78lP1Y35m6Idgnbw9Fow,0.521,0.716,0,-4.838,1,0.0373,0.00543,0,0.0895,0.389,105.034,239693,4,10.0
7711,AJR,Living Room,Overture,4frN6CneOJqtExR9LCf5oA,0.605,0.788,6,-5.902,0,0.05,0.0297,0.418,0.189,0.435,103.002,158360,4,13.0
7712,AJR,Living Room,Thirsty,0iQJLCJyv6TTPUP4u4y8DJ,0.617,0.708,2,-4.54,1,0.0284,0.0681,0,0.123,0.467,96.996,182147,4,10.0
7713,AJR,Living Room,My Calling,2z00vFwIe6zaCoA0LWmiTX,0.697,0.666,7,-5.123,1,0.0538,0.188,1.73e-06,0.126,0.346,98.013,236400,4,19.0
7714,Kelly Clarkson,Meaning of Life,I Don't Think About You,0LV7IsFZF2rm2CI52uSWra,0.481,0.473,8,-5.844,1,0.0433,0.754,0,0.135,0.492,133.048,224213,4,16.0
7715,Birdy,Keeping Your Head Up (Don Diablo Remix; Radio Edit),Keeping Your Head Up - Don Diablo Remix; Radio Edit,7KCXA4Y1gIGDSm388m9bW1,0.639,0.931,11,-1.73,1,0.0708,0.46,0,0.0942,0.471,126.084,207146,4,8.0
7716,Swedish House Mafia,Save The World,Save The World,65hRZOQkVjmBdusz1N7aOv,0.507,0.665,0,-7.598,1,0.0474,0.0144,0,0.0759,0.4,126.879,213338,4,10.0
7717,Swedish House Mafia,One (Your Name),One - Radio Edit,41KPpw0EZCytxNkmEMJVgr,0.802,0.781,0,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125.026,169920,4,2.0
7718,KREAM,Decisions (feat. Maia Wright),Decisions (feat. Maia Wright),40xLrjniJVkxuWbka7KavC,0.732,0.785,0,-5.081,1,0.047,0.0534,4.81e-05,0.388,0.256,121.987,212788,4,10.0
7719,Panic! At The Disco,High Hopes (Don Diablo Remix),High Hopes - Don Diablo Remix,1FlIzyCvRFQUE4pc7PiaIo,0.59,0.888,5,-2.851,1,0.0765,0.0216,0,0.487,0.288,126.094,185714,4,7.0
7720,Alan Walker,Different World,Lost Control,0lG6QM1jjbbX5UUn3DPmrZ,0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997,222320,4,19.0
7721,Calvin Harris,Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4,17.0
7722,Rudimental,Home (Deluxe Edition),Feel the Love (feat. John Newman),0BomfsUcw03fQPKK668Etn,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,245187,4,7.0
7723,Kanye West,Late Registration,Touch The Sky,2pRyjmTGkz5i8xemOtJ7pG,0.552,0.846,9,-4.912,1,0.342,0.0114,0,0.309,0.554,98.56,236600,1,5.0
7724,Sigala,Just Got Paid,Just Got Paid,0v3BMLcwUmAwyqJaf5997o,0.732,0.922,6,-1.829,0,0.0975,0.0348,0,0.146,0.589,120.033,218250,4,14.0
7725,Cut The Track Productions,Någen Har Låge Med Någen (featuring Jrh),Någen Har Låge Med Någen,2Z3Vp7QlK0ywU75NWBD8wY,0.812,0.623,10,-9.452,0,0.0599,0.501,6.64e-05,0.164,0.768,110.041,163027,4,14.0
7726,Staysman,Muggene Er Megasvære (Elsker Øl),Muggene Er Megasvære (Elsker Øl),2WGnDmEVAhElhPH9WGtmGK,0.413,0.868,7,-4.336,1,0.223,0.00949,0,0.354,0.856,129.556,172272,4,1.0
7727,Madonna,Celebration (double disc version),Like a Prayer,1z3ugFmUKoCzGsI6jdY4Ci,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,342680,4,19.0
7728,Madonna,Like a Virgin (Reissue),Like a Virgin,1ZPlNanZsJSPK5h9YZZFbZ,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,218627,4,14.0
7729,Madonna,Confessions on a Dance Floor,Hung Up,3850dYVgOFIXJh5U4BFEWH,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4,13.0
7730,Madonna,Celebration (double disc version),Vogue,27QvYgBk0CHOVHthWnkuWt,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,316813,4,19.0
7731,Beowülf,today is a gift,today is a gift,7dF8hsVoSdDWT6GlJZpBPm,0.773,0.312,5,-16.479,1,0.118,0.543,0.872,0.112,0.525,142.02,155141,4,2.0
7732,Barnes Blvd.,Last Summer,I Have Love for Everyone Besides Myself.,6okflAl3X7elXPx7MgJMi6,0.352,0.238,0,-18.408,1,0.1,0.97,0.586,0.0664,0.0376,72.649,161239,3,15.0
7733,Cody G,Ukulele and Chill,Ukulele and Chill,0sRg0YVlQNN3klM0NtysR4,0.726,0.846,0,-4.833,1,0.0903,0.0163,0.727,0.381,0.689,90.02,170667,4,2.0
7734,Aviscerall,Aviscerall,Lullabyes,1lwCqBqzMEyYxWew1PDktS,0.674,0.648,10,-10.901,1,0.0423,0.88,0.916,0.0985,0.329,85.017,163814,4,2.0
7735,Various Artists,Chillhop Essentials Spring 2019,i wish it would never stop snowing,0jDYc3XRkTaEi5zycl5E1G,0.803,0.165,4,-14.07,1,0.0492,0.0372,0.832,0.0927,0.419,126.952,196500,4,2.0
7736,Behind Clouds,The Unknown,Wonders of the Unknown,2IyZHf11b0mmL3K3jYyqMM,0.644,0.512,10,-12.337,0,0.0337,0.837,0.934,0.12,0.506,139.946,140500,4,2.0
7737,A L E X,"Growing Up, Vol. 2",Proud of You,6mRmaBAb8ysO3pcGDaegL2,0.82,0.281,8,-15.194,0,0.0802,0.869,0.961,0.0925,0.62,104.988,182869,4,2.0
7738,Seneca B,Sunshine,Sunshine,67hguDDPd8uEwltmM4P2qz,0.699,0.158,7,-15.225,1,0.036,0.445,0.859,0.132,0.0616,146.022,210497,4,6.0
7739,Axian,If I Ever Build a House,If I Ever Build a House,4hRW6t07psLEGY66tgkmNk,0.56,0.505,6,-10.876,1,0.209,0.122,0.523,0.31,0.694,56.703,185441,4,2.0
7740,jhfly,jhfly,for you,5hgX8pSZSOcKhsvzldsgWy,0.637,0.493,10,-8.844,0,0.145,0.734,0.0576,0.28,0.477,125.949,188611,4,13.0
7741,Sonn,Choke,Choke,2bSN2xip2QqAWzpziLxbiy,0.643,0.403,9,-14.328,0,0.0792,0.871,0.808,0.0742,0.0862,139.979,180000,4,6.0
7742,santpoort,inward isles,feathertop forests,0VWZSwUxKvXrFEGcVUL73a,0.84,0.243,0,-24.231,0,0.0675,0.959,0.923,0.12,0.562,126.003,144760,4,6.0
7743,David Cutter Music,Harvest,Harvest,2UZTfsfSUknvgAQwkg4fWX,0.803,0.378,9,-8.869,1,0.085,0.0627,0.853,0.103,0.604,92.015,150230,4,2.0
7744,yonderling,Another Summer,Aquamarine,0RcR3h212FCt1Uo4qPoSKT,0.593,0.348,4,-15.933,0,0.276,0.709,0.881,0.0426,0.254,87.93,169091,4,6.0
7745,Maugre,Maugre's Vinyl,No Samples,2cKR957eqapkn6oTaHPFPd,0.712,0.31,5,-12.01,0,0.379,0.96,0.936,0.103,0.303,156.123,156000,4,0.0
7746,City Girl,Loveless Shadows,Walking in the Rain to a Café to Write Down Private Thoughts in Public,6xHlnkbGTtQaPvFJVIweaD,0.659,0.144,4,-16.066,0,0.0442,0.678,0.475,0.573,0.147,83.998,188571,4,11.0
7747,linanthem,passage,passage,5x6NyRDJl3AZ53oaYAH23o,0.781,0.328,3,-7.382,0,0.176,0.771,0.214,0.113,0.705,80.973,154282,4,16.0
7748,"quickly, quickly","Quickly Quickly, Vol. 1",Getsomerest/sleepwell,2RycgtfFQZOPgEGrzBGE0j,0.637,0.394,7,-13.536,1,0.286,0.605,0.305,0.0968,0.361,132.015,332173,4,0.0
7749,Sebastian Kamae,Cerveza,Cerveza,43u2nrHfKmxQZwkQ3LAMG6,0.727,0.482,7,-8.282,0,0.0673,0.509,0.688,0.193,0.542,80.004,179250,4,2.0
7750,Various Artists,Chillhop Essentials Winter 2017,Your Favorite Place,2p6es5NEF5CBRrKC1lJHri,0.615,0.544,9,-13.093,0,0.0485,0.356,0.864,0.0591,0.515,78.049,221537,4,2.0
7751,Idealism,hiraeth,another perspective,4jNUYBuUipHefrBzXLbUdJ,0.484,0.249,8,-20.729,1,0.11,0.626,0.88,0.18,0.124,184.491,166504,4,6.0
7752,Single Friend,Lofi Netflix N By Yourself,Lofi Netflix N By Yourself,5Iz7YGMtwWvsQpHONmKp4R,0.792,0.295,7,-14.008,0,0.098,0.165,0.907,0.115,0.144,152.119,202105,4,2.0
7753,Lilac,Vrbna // lvndr,Lvndr,035SD8i1kub2mdW5ljFhjS,0.599,0.336,11,-13.686,1,0.05,0.74,0.6,0.168,0.184,123.011,140500,4,11.0
7754,Ozoyo,Daydream in Green,Daydream in Green,3ig0oMG2de0KiuMlHIyfgB,0.624,0.564,9,-6.45,0,0.0522,0.232,0.919,0.135,0.394,112.985,220723,4,2.0
7755,Oatmello,Snapshots,88 Keys,7zhT1lO50awcQQ3xdIwyjz,0.646,0.298,0,-9.734,1,0.0322,0.783,0.887,0.106,0.114,80.993,154074,4,6.0
7756,Neku,Beware the Forest's Mushrooms,Beware the Forest's Mushrooms,7iUsCDzqLzI1WvefhJiCyr,0.491,0.729,1,-8.12,1,0.108,0.00135,0.00985,0.458,0.479,119.986,158000,4,7.0
7757,mommy,lovely currents,passing,0xn73zR8yky1wVZv0hdvVY,0.843,0.313,8,-12.564,1,0.158,0.478,0.943,0.113,0.447,74.01,168649,4,2.0
7758,Barnes Blvd.,Last Summer,Joan of Arc.,2DrrxuNOhnpqJXLH36eR1S,0.429,0.272,7,-16.095,1,0.0314,0.745,0.87,0.103,0.0531,90.785,178260,4,6.0
7759,Miscél,us,us,0HBs0pHrnSP8DEAPM1JX5M,0.638,0.373,4,-11.411,1,0.15,0.29,0.774,0.238,0.0396,79.007,147366,4,2.0
7760,SwuM,With U,With U,0rNpm25xLsckCS9JPAgpwP,0.469,0.309,1,-11.858,0,0.0341,0.863,0.809,0.0923,0.185,90.062,218667,4,6.0
7761,s. lyre,singing in my room,home for a while,5CM5Z9GvrivuJs50a2T4hM,0.601,0.185,0,-19.246,1,0.0518,0.935,0.86,0.524,0.634,165.981,151807,4,6.0
7762,fantompower,free (at ease),free (at ease),23nX2vr0KWUQDd3voyaJOq,0.533,0.246,9,-16.585,1,0.0466,0.906,0.894,0.112,0.0888,87.022,145402,4,6.0
7763,goosetaf,Memory Bloom,Swing Set,2GxH7WhXHd6GQZKpnkJbaL,0.508,0.417,2,-10.104,0,0.127,0.972,0.778,0.107,0.198,98.713,144000,3,15.0
7764,Hyperparadise,Untitled Beat Tape,Sunset,4pi3s1SaNhHfoDX4DS3hpU,0.67,0.2,5,-16.88,0,0.197,0.934,0.901,0.138,0.506,166.241,177854,4,6.0
7765,Handbook,End Credits,End Credits,0IQGNx2y8xUec752lNCUQk,0.612,0.495,2,-7.003,1,0.12,0.0543,0.185,0.274,0.351,84.927,172278,4,10.0
7766,Padma Purana,The Sketch,Istoria Mias Kalpikis Liras,09CXYmMixnVBM3WlSsi3zG,0.602,0.762,10,-6.727,0,0.034,0.29,0.0361,0.694,0.406,89.628,299818,4,7.0
7767,moow,I Can't Tell You How Much It Hurts,Ballad of the Lady,6oqAINdWzHols0AmwOTjeZ,0.739,0.344,4,-8.904,0,0.0376,0.887,0.968,0.099,0.439,100.121,183606,4,2.0
7768,eevee,ep seeds,belas,4AiI4vY2SnkfGN6MbZpXtf,0.809,0.202,7,-16.824,1,0.185,0.293,0.723,0.112,0.604,147.931,181639,4,2.0
7769,G93,City Rain,City Rain,2ulWL7DcayhjIa0UOw4v8i,0.451,0.293,10,-18.629,0,0.0589,0.915,0.834,0.444,0.0778,160.274,213000,5,6.0
7770,Garot Michael Conklin,Tarumi,Tarumi,0xxtz0hWZgpVFwDGQce6DH,0.568,0.417,9,-9.129,0,0.0245,0.356,0.899,0.0944,0.0838,148.059,234755,4,2.0
7771,Blue Wednesday,Directions,Murmuration,6fkAGXwhsnGecBd1z3dDob,0.686,0.373,11,-16.007,0,0.118,0.532,0.926,0.075,0.203,83.203,156000,4,2.0
7772,SINY,Shinigami,ORANGE,2QFvsZEjbketrpCgCNC9Zp,0.707,0.421,8,-7.876,1,0.0448,0.715,0.899,0.209,0.36,85.953,160457,4,2.0
7773,Knowmadic,Hydrangea,Hydrangea,3z3QKouio76OV0VVtwAXdy,0.602,0.148,11,-13.305,1,0.0369,0.511,0.934,0.121,0.21,81.042,168889,4,6.0
7774,Hyperparadise,Morning,Morning,2eFeyk5ybGTdayNVnKtWyb,0.577,0.232,8,-18.829,1,0.187,0.821,0.89,0.138,0.31,124.445,181529,3,6.0
7775,MØ,No Mythologies to Follow (Deluxe),Don't Wanna Dance,5XgY31mRfciAX9aWufAsxh,0.674,0.822,5,-4.247,1,0.0482,0.386,0,0.15,0.727,130.002,195760,4,8.0
7776,MØ,No Mythologies to Follow (Deluxe),Pilgrim,58QhVAZF55n5qbCSig9WBb,0.611,0.566,3,-8.038,1,0.0795,0.463,0.000616,0.133,0.637,79.972,232680,4,16.0
7777,MØ,No Mythologies to Follow (Deluxe),Waste of Time,1Iuy9LKeVABOArk2FESqfJ,0.542,0.569,6,-5.971,0,0.034,0.652,1.22e-05,0.088,0.262,164.057,215640,3,5.0
7778,MØ,No Mythologies to Follow (Deluxe),XXX 88 (feat. Diplo),6W7zmjEMTzrSUhxe8MdWLA,0.545,0.653,5,-6.537,1,0.0379,0.13,0,0.0706,0.451,87.879,221440,4,19.0
7779,MØ,No Mythologies to Follow (Deluxe),Say You'll Be There,5dhhpPLYnsGmauDwWtdHX1,0.634,0.457,9,-7.085,1,0.0275,0.625,0,0.137,0.4,99.954,232560,4,16.0
7780,David Lynch,The Big Dream,I'm Waiting Here - Bonus Track,5drrVMMIXfmukgHXQSxjQu,0.335,0.459,7,-10.36,1,0.0433,0.851,0.00233,0.0946,0.0489,150.772,302493,3,15.0
7781,Lykke Li,I Never Learn,No Rest for the Wicked,2gCvWjrHt6PVJjIN1amlje,0.312,0.445,11,-7.202,0,0.0305,0.365,0.0038,0.13,0.272,97.967,222719,4,13.0
7782,Tindersticks,The Something Rain,Medicine,1eMBf7twAPcmdqo12oEcTx,0.722,0.385,0,-9.771,0,0.0264,0.601,0.615,0.078,0.742,87.301,299773,4,2.0
7783,Tindersticks,Across Six Leap Years,Friday Night,3wIgr7DAXdJTeVF8xhEJxW,0.501,0.039,2,-19.823,0,0.0593,0.713,0.0239,0.0679,0.369,198.557,329107,4,11.0
7784,Tindersticks,Falling Down a Mountain,Keep You Beautiful,7zDKrcww7i0GM40R6WYFo1,0.7,0.113,9,-19.019,1,0.0374,0.892,0.00702,0.096,0.197,114.446,201640,4,11.0
7785,Sparklehorse,It's A Wonderful Life,It's A Wonderful Life,0IQs78HO3ym69mCNFJ0UZp,0.559,0.223,0,-18.63,0,0.029,0.731,0.58,0.695,0.0907,65.682,179133,3,15.0
7786,Danger Mouse,Dark Night of The Soul,Revenge (feat. The Flaming Lips),5j2SrD21vkSdJp4h0qQrDj,0.528,0.524,9,-9.84,0,0.0376,0.0922,0.00501,0.165,0.433,142.176,294507,4,13.0
7787,Various Artists,Stuck in Love (Original Motion Picture Soundtrack),The Calendar Hung Itself...,3JHaab00alYWklGLKzyIxR,0.389,0.869,4,-7.082,0,0.0706,0.000743,0,0.106,0.571,112.51,236253,4,17.0
7788,Bright Eyes,Noise Floor [Rarities 98 - 05],Drunk Kid Catholic,3ksXDxdFDhFLljTszmzqJ4,0.23,0.576,0,-8.689,1,0.19,0.0714,0,0.62,0.384,47.204,190107,4,7.0
