,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
1514,Pearl Jam,Ten,Jeremy,62nQ8UZVqR2RMvkJHkcO2o,0.285,0.846,2,-6.472,1,0.0438,0.0404,0,0.182,0.287,108.808,318227,4,10.0
1515,311,Greatest Hits '93 - '03,Amber,51UtgWS4z1eMPuLQOzPtNH,0.659,0.727,4,-8.638,0,0.0455,0.119,0.00427,0.1,0.748,166.163,211080,4,4.0
1516,Green Day,Dookie,When I Come Around,1Dr1fXbc2IxaK1Mu8P8Khz,0.531,0.909,11,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,178000,4,8.0
1517,Pearl Jam,Ten,Alive,1L94M3KIu7QluZe63g64rv,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4,13.0
1518,Eve 6,Horrorscope,Here's to the Night,4tgeQrPu5xkrnwErym2JsJ,0.583,0.652,7,-6.255,1,0.0244,0.0405,0.000378,0.0781,0.352,97.469,249840,4,19.0
1519,Soul Asylum,Grave Dancers Union,Somebody to Shove,41TVMXb9THdtTlo2KojUDe,0.434,0.909,7,-6.381,1,0.0887,0.00336,0,0.324,0.356,162.227,194733,4,1.0
1520,Garbage,Garbage (20th Anniversary Super Deluxe Edition),Only Happy When It Rains - 2015 - Remaster,6p6Xq0t9XGkVg04cXWdx8v,0.512,0.833,11,-4.555,1,0.0326,4.16e-05,0.00134,0.21,0.448,121.47,236533,4,19.0
1521,Alice In Chains,Facelift,Man in the Box,6gZVQvQZOFpzIy3HblJ20F,0.355,0.791,8,-7.565,1,0.0453,0.00045,0,0.0969,0.758,106.392,285200,4,8.0
1522,Toad The Wet Sprocket,P.S. (a Toad retrospective),Walk On The Ocean,6DfvtrAhkXb6ruEaTGdA8r,0.387,0.552,6,-7.086,1,0.0297,0.288,3.72e-06,0.303,0.336,183.171,178933,3,5.0
1523,Beck,Mellow Gold,Loser,5NTZM8YYeKM2YsGSffVIge,0.615,0.616,6,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,235000,4,4.0
1524,Goldfinger,The Best Of Goldfinger,99 Red Balloons,5IXeOf1hqORwp8b6c1Asqa,0.287,0.846,4,-7.48,1,0.115,0.001,0.000589,0.217,0.29,96.999,234267,4,10.0
1525,Silverchair,Frogstomp (Deluxe Edition) [Remastered],Pure Massacre,7qCIP5KHYy9HuXbEEWzmC7,0.226,0.823,2,-5.425,0,0.0421,0.000132,6.41e-05,0.0891,0.406,183.809,298641,4,4.0
1526,Corrosion Of Conformity,Deliverance,Clean My Wounds,6g48vpikqU2atsrDXdGzKo,0.544,0.917,5,-6.086,1,0.0788,0.0306,5.32e-06,0.064,0.642,140.639,212693,4,1.0
1527,Various Artists,Singles (Deluxe Version) [Original Motion Picture Soundtrack],Seasons,5fuxkBTKB1ZlYI3ia2HnLz,0.461,0.44,10,-9.753,1,0.0303,0.198,0.0594,0.138,0.169,151.906,346187,4,19.0
1528,System Of A Down,Toxicity,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,4,4.0
1529,Various Artists,"Songs From Dawson's Creek, Vol. II",Teenage Dirtbag,3LI4MmibTkXH5cGpCGZgyw,0.617,0.84,4,-4.063,1,0.0512,0.36,8.85e-05,0.179,0.57,94.676,241840,4,3.0
1530,Nine Days,The Madding Crowd,Absolutely (Story of a Girl) - Radio Mix,3mNecsYFb6LQg7822DPXCP,0.481,0.94,7,-5.204,1,0.066,0.000891,0,0.0939,0.66,96.493,189333,4,8.0
1531,Everclear,Sparkle And Fade,Santa Monica,37EJtTS7jT5WUyXGZzrwnI,0.491,0.942,7,-5.333,1,0.132,0.156,0,0.367,0.387,100.446,191507,4,19.0
1532,Foo Fighters,There Is Nothing Left To Lose,Breakout,2kh0u2d2YKQ7BCqeLPdHk6,0.421,0.938,11,-4.212,0,0.0522,5.18e-05,0.00291,0.124,0.427,156.794,200800,4,4.0
1533,Ben Folds Five,Whatever And Ever Amen (Remastered Edition),Brick,4jKq1e80xAYixkIwt6YyV1,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881,271720,4,11.0
1534,Jerry Cantrell,Boggy Depot,Cut You In,0ecuZefr04QYl0cGpT53Nz,0.632,0.742,10,-6.785,1,0.0342,0.225,0.00115,0.138,0.725,119.509,203000,4,8.0
1535,Original Soundtrack,So I Married An Axe Murderer Original Motion Picture Soundtrack,There She Goes,49NL7CMHXugSn72znOA5Nd,0.434,0.659,7,-8.36,1,0.0346,0.576,0.000985,0.212,0.573,132.513,138560,4,16.0
1536,Our Lady Peace,Gravity,Innocent,5mFyCVEII6mp5YPPYQfTck,0.391,0.896,1,-4.902,1,0.0683,0.000443,0,0.0774,0.791,178.056,222467,4,1.0
1537,Oasis,(What's The Story) Morning Glory? (Deluxe Remastered Edition),Wonderwall - Remastered,7ygpwy2qP3NbrxVkHvUhXY,0.375,0.893,2,-4.097,1,0.0406,0.000509,0,0.187,0.434,174.323,258773,4,1.0
1538,Midnight Oil,20000 Watt RSL - The Midnight Oil Collection,Blue Sky Mine - Remastered,64eZ2hy7R21VDPgzeQrb9q,0.669,0.775,1,-6.059,1,0.0275,0.0388,0.00349,0.118,0.811,132.019,260160,4,3.0
1539,Dog's Eye View,Happy Nowhere,Everything Falls Apart,4l1W5SkH8EJJ9RQEq6UFMW,0.573,0.818,4,-5.157,1,0.0471,0.0465,0,0.111,0.789,128.987,234133,4,3.0
1540,Audioslave,Audioslave,Show Me How to Live,1Qdnvn4XlmZANCVy3XjrQo,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4,19.0
1541,Fuel,Something Like Human,Hemorrhage (In My Hands),1sjrDQXqAa9V07FjKIlAQ4,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,236867,4,10.0
1542,Semisonic,20th Century Masters: The Millennium Collection: Best Of Semisonic,Closing Time,1A5V1sxyCLpKJezp75tUXn,0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,274160,4,19.0
1543,Stone Temple Pilots,Thank You,Interstate Love Song,600s08VdbjiyAjDGDjYSFI,0.214,0.947,4,-5.053,1,0.0509,0.000553,0.00322,0.238,0.484,170.748,193613,4,1.0
1544,Pearl Jam,Ten,Even Flow,6QewNVIDKdSl8Y3ycuHIei,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581,4,13.0
1545,Seven Mary Three,American Standard,Cumbersome,6u1yKoh00WaoSpNp46RzKF,0.543,0.79,11,-5.932,1,0.0358,0.00811,0,0.238,0.339,80.923,236973,4,19.0
1546,Candlebox,The Candlebox Collection,Far Behind,1t1NX1DJQDcmZA0lvCnFjC,0.552,0.645,7,-6.595,1,0.0268,0.00187,1.38e-06,0.0424,0.588,89.518,299733,4,19.0
1547,Stone Temple Pilots,Thank You,Plush - Acoustic,3ftHrCjsTUPLgI48m67byk,0.643,0.364,5,-11.018,0,0.04,0.715,0,0.659,0.283,133.377,230293,4,7.0
1548,Van Halen,For Unlawful Carnal Knowledge,Right Now,5HbZJ6ZEuLrYu1Kz5kD1A8,0.542,0.765,5,-8.373,1,0.0278,0.115,0.00757,0.147,0.315,93.904,321667,4,19.0
1549,ZZ Top,Recycler,Doubleback,57JtOe7GSDOWbIB71EOCNj,0.655,0.673,5,-10.187,1,0.0301,0.0698,0.000144,0.372,0.558,123.913,236200,4,8.0
1550,Various Artists,The 25th Anniversary Rock & Roll Hall Of Fame Concerts,Enter Sandman - Live,5zinAGcI5aZ63vmqIrUXkj,0.324,0.891,10,-8.321,0,0.061,0.00386,0.000793,0.97,0.453,137.843,374120,4,7.0
1551,Kenny Wayne Shepherd,Trouble Is...,Blue on Black,7GRq9NUgqhxPGUUksX02fk,0.412,0.676,7,-7.341,1,0.0266,0.00596,0.112,0.209,0.557,155.431,333733,4,1.0
1552,Damn Yankees,Damn Yankees,Coming of Age,1VMqkvlOqaH0HP0nsj1bx5,0.563,0.866,7,-8.861,1,0.0499,0.154,0,0.579,0.582,125.884,259840,4,7.0
1553,INXS,X (Remastered),Suicide Blonde,3dISHe66tFlOKqmom5Qr2n,0.612,0.962,4,-5.36,0,0.0897,0.00228,0.00896,0.123,0.694,119.962,232627,4,17.0
1554,Stone Temple Pilots,Sex Type Thing (Demo),Sex Type Thing - Demo,6p4041ml7oQ7gGCJqY0gl5,0.48,0.947,5,-5.707,1,0.0435,1.47e-05,0.557,0.0501,0.586,137.208,204120,4,2.0
1555,R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,31AOj9sFz2gM0O3hMARRBx,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427,4,14.0
1556,Soundgarden,Badmotorfinger (25th Anniversary Remaster),Outshined - Remastered,4VwPsMcRt1HPVKIdcwY9Uj,0.485,0.841,2,-6.068,0,0.0307,0.000173,0.00686,0.125,0.551,94.867,311000,4,17.0
1557,Pantera,Vulgar Display of Power,Walk,7fcfNW0XxTWlwVlftzfDOR,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120,4,17.0
1558,Bush,Sixteen Stone (Remastered),Machinehead - Remastered,1wrhhPzd2ncJPNgUcGgBGg,0.142,0.92,9,-4.426,1,0.115,2.65e-05,0.00518,0.126,0.193,171.763,256333,3,5.0
1559,Collective Soul,"Hints, Allegations & Things Left Unsaid",Shine,77YKoNCjP5hWqiXMRG2839,0.543,0.423,6,-8.797,1,0.0282,0.295,0.0862,0.152,0.355,150.132,306040,4,16.0
1560,Porno for Pyros,Good God's Urge,Tahitian Moon,3DwzYRgOgojl0EcdOaJLYr,0.374,0.716,7,-8.656,1,0.034,0.000285,0.00111,0.195,0.35,136.757,227160,4,19.0
1561,Bad Company,Holy Water,Holy Water,6mrN5zMwHh391zfSKgSChr,0.511,0.727,2,-10.372,1,0.0354,0.0534,1.09e-05,0.24,0.708,166.103,246240,4,1.0
1562,L7,Bricks Are Heavy,Pretend We're Dead,3z5ggGtcs4t8pizW521gW9,0.569,0.789,4,-8.559,1,0.0309,5.62e-06,0.642,0.0811,0.911,115.152,235093,4,2.0
1563,Nirvana,In Utero - 20th Anniversary Super Deluxe,The Man Who Sold The World - Live & Loud,6wbuQr8VIbgXHXp1hedMkD,0.242,0.849,8,-7.528,1,0.0448,0.000208,0.018,0.861,0.334,123.518,274653,4,7.0
1564,Stone Temple Pilots,Core,Creep,0elH6ukMGLyCHJavHutEza,0.66,0.567,4,-6.318,0,0.0289,0.00428,0.0137,0.11,0.182,107.754,332627,4,13.0
1565,Deftones,Around the Fur,My Own Summer (Shove It),1158ckiB5S4cpsdYHDB9IF,0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,214760,4,10.0
1566,Nine Inch Nails,Pretty Hate Machine,Head Like A Hole,3ckd4YA4LcD3j50rfIVwUe,0.666,0.798,9,-11.26,1,0.0477,0.00848,0.00186,0.585,0.442,115.382,299680,4,7.0
1567,White Zombie,"Astro Creep: 2000 Songs Of Love, Destruction And Other Synthetic Delusions Of The Electric Head",More Human Than Human,1NbJFhkVdD47YZ2IojKkJi,0.673,0.911,1,-6.725,1,0.0707,0.000367,0.628,0.101,0.54,101.467,268760,4,2.0
1568,Filter,Short Bus,"Hey Man, Nice Shot - Remastered Version",1IyHPt3b6BrhdMwNyk0VM0,0.48,0.588,2,-10.773,1,0.0339,0.00213,0.712,0.319,0.305,177.018,314440,4,2.0
1569,The Goo Goo Dolls,A Boy Named Goo,Name,1G8jae4jD8mwkXdodqHsBM,0.464,0.701,9,-5.943,1,0.0341,0.0691,0.00182,0.0766,0.407,73.97,270000,4,19.0
1570,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Heart-Shaped Box,11LmqTE2naFULdEP94AUBa,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,4,1.0
1571,Jane's Addiction,Ritual De Lo Habitual,Been Caught Stealing,4Qievb8Mqy0qxdLNVl02zt,0.639,0.929,0,-4.762,1,0.212,0.00326,0.0501,0.242,0.688,103.758,214707,4,3.0
1572,Alice In Chains,Facelift,Man in the Box,6gZVQvQZOFpzIy3HblJ20F,0.355,0.791,8,-7.565,1,0.0453,0.00045,0,0.0969,0.758,106.392,285200,4,8.0
1573,Alannah Myles,Alannah Myles,Black Velvet,1KU5EHSz04JhGg3rReGJ0N,0.754,0.366,8,-10.07,1,0.0312,0.273,9.04e-05,0.106,0.469,91.147,287440,4,16.0
1574,Van Halen,For Unlawful Carnal Knowledge,Poundcake,1S5QMC19YF0UjoKvnArjvH,0.487,0.948,4,-7.754,1,0.043,0.000662,0.102,0.0506,0.242,105.395,321707,4,10.0
1575,Rush,Roll the Bones (2004 Remaster),Dreamline - 2004 Remaster,1hM2HXmeYuEe1VTf0O1IFU,0.628,0.884,9,-9.174,1,0.0389,0.0268,0.0156,0.336,0.59,146.429,276813,4,8.0
1576,Dire Straits,On Every Street,Heavy Fuel,1ydZRag9jS1VAXcUs8DAu9,0.616,0.813,9,-8.069,1,0.0275,0.0164,0.0498,0.235,0.778,131.99,309867,4,8.0
1577,AC/DC,Backtracks,Big Gun,7zjzu90Q4mtNNaE9Ol9Zbv,0.569,0.901,9,-5.197,1,0.0544,0.00555,0.26,0.16,0.839,133.194,259413,4,8.0
1578,Damn Yankees,Damn Yankees,High Enough,5t5rCnsgRBtcKqTB7SbD1Q,0.273,0.537,2,-9.612,1,0.0306,0.0241,0,0.0922,0.232,81.814,287320,4,10.0
1579,Collective Soul,Collective Soul,December,7GNLvWRG9itrCk0zarYKmQ,0.683,0.645,0,-5.707,1,0.0272,0.589,0.00432,0.18,0.366,121.995,285000,4,10.0
1580,The Goo Goo Dolls,A Boy Named Goo,Million Miles Away - Live,14jaMQkUjdrPb9LavLfDFW,0.243,0.987,9,-4.192,1,0.189,0.000128,0.000117,0.923,0.473,187.042,172080,4,7.0
1581,Red Hot Chili Peppers,One Hot Minute (Deluxe Edition),My Friends,6HksxcBzMVdT17aq1Q79Xe,0.439,0.709,0,-3.545,1,0.026,0.00565,0.00152,0.131,0.319,81.331,248640,4,10.0
1582,Metallica,Load,Until It Sleeps,2Iv4HSoMX2fDeXFcOJWyWX,0.568,0.92,8,-4.434,0,0.0297,0.000248,0.0714,0.149,0.719,113.394,267933,4,14.0
1583,Stone Temple Pilots,Tiny Music...Songs from the Vatican Gift Shop,Trippin' on a Hole in a Paper Heart,2gdtLnVGGg80Kj9GiqP0vH,0.47,0.989,7,-3.857,1,0.0632,0.000386,0.00161,0.157,0.446,106.479,175920,4,19.0
1584,Buckcherry,Buckcherry,Lit Up,1OBMSzh2ocRqK2gUFaMBSM,0.652,0.871,5,-3.136,0,0.034,0.000535,1.23e-05,0.357,0.938,128.822,215560,4,14.0
1585,Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,1G391cbiT3v3Cywg8T7DM1,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4,3.0
1586,Metallica,Garage Inc.,Turn The Page,1aXFBWnnPFRKUN7vuIA5h0,0.426,0.813,8,-3.963,1,0.0318,1.94e-05,0.022,0.0937,0.228,149.013,366467,4,1.0
1587,Stone Temple Pilots,Only Dying (Demo Edit),Only Dying - Demo Edit,1YUpPVItgM6nYkordbSRLK,0.432,0.856,5,-8.52,1,0.0341,0.00395,6.1e-05,0.0421,0.515,143.42,283155,4,1.0
1588,The Offspring,Smash,Self Esteem,1FkoVC85Ds3mFoK0fVqEqP,0.488,0.862,0,-7.595,1,0.0476,0.0204,0,0.359,0.706,104.56,257827,4,3.0
1589,Florida Georgia Line,This Is How We Roll (Remix),This Is How We Roll - Remix,3Hs4ytyLFzB2HKk2ZSohko,0.591,0.749,8,-4.145,1,0.0293,0.00677,0,0.195,0.595,132.08,206960,4,8.0
1590,DJDS,Why Don't You Come On,Why Don't You Come On,1zOrNX2Rp00WGJzNJUfj0V,0.67,0.677,1,-5.554,1,0.0664,0.0771,0,0.188,0.348,128.088,199980,4,10.0
1591,Sheppard,Bombs Away,Smile,2Ykhn5GaaBUH0gsKZSTLg1,0.699,0.744,9,-5.776,1,0.0497,0.399,4.58e-06,0.361,0.642,96.979,230278,4,8.0
1592,Tyrone Wells,Metal & Wood,Happy as the Sun,0V2BYLUskcakZ5g0otucCd,0.772,0.22,5,-14.262,1,0.0454,0.837,0,0.108,0.66,124.983,164641,4,16.0
1593,Canopy Climbers,Home Away from Home,Home Away from Home,0MaDLHCiHmW4wZERHhz9QA,0.669,0.519,8,-10.082,1,0.0278,0.0396,1.63e-06,0.0961,0.396,109.998,241091,4,19.0
1594,Twenty One Pilots,Vessel,House of Gold,36tghkPg1AO4HsAzo6YpPp,0.68,0.693,0,-7.234,1,0.0435,0.445,0,0.208,0.851,114.948,163880,4,3.0
1595,AJR,Living Room,Growing Old on Bleecker Street,3n622hniaMFIJ6Dbf6B1WS,0.714,0.449,8,-10.816,1,0.0374,0.828,6.13e-05,0.096,0.719,96.041,203093,4,16.0
1596,Yael Naim,Yael Naim,New Soul,09nEPqqMCJ5gNioi7M2dth,0.582,0.371,0,-8.519,1,0.0525,0.748,9.19e-05,0.122,0.604,200.085,225106,4,16.0
1597,Mandy Harvey,Mara's Song,Mara's Song,6gvqSzbef5bq2X8SFt349y,0.608,0.207,9,-9.008,1,0.034,0.966,2.31e-06,0.0796,0.23,77.305,183000,4,11.0
1598,Dawes,All Your Favorite Bands,All Your Favorite Bands,0HOvoZ4m0aJp6vY4fVrI51,0.427,0.396,7,-7.725,1,0.0304,0.777,2e-06,0.102,0.369,133.131,215360,4,11.0
1599,The Avett Brothers,The Carpenter,Live And Die,1HOjry8kvObcLsyOVMVCml,0.589,0.778,11,-5.091,1,0.0268,0.0814,2.1e-06,0.149,0.596,118.057,271187,4,8.0
1600,Robbie Seay Band,Give Yourself Away,New Day,1Jc3DqBxWynXZPQLmOEHEe,0.501,0.629,2,-5.227,1,0.0278,0.139,0,0.228,0.454,143.926,245440,4,10.0
1601,John Mayer,Continuum,Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,201173,4,1.0
1602,Matt Simons,Catch & Release (Deepend Remix),Catch & Release - Deepend Remix,4X99feVnw46VIk2VNqWWL3,0.834,0.55,1,-8.622,0,0.0451,0.488,0.000476,0.109,0.142,105.008,195573,4,17.0
1603,The Head And The Heart,The Head and the Heart,Lost in My Mind,563iNuGeBdAegSCMRSMjMH,0.371,0.54,2,-8.11,1,0.0286,0.43,0.000327,0.283,0.388,95.339,259120,4,10.0
1604,Eagles,Eagles (2013 Remaster),Take It Easy - 2013 Remaster,4yugZvBYaoREkJKtbG08Qr,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578,4,8.0
1605,High Dive Heart,Vintage,Vintage,6OZN0x5aVfM4MBGD3lJStU,0.42,0.739,1,-6.905,1,0.117,0.0128,0,0.217,0.512,124.254,234491,4,10.0
1606,Cast Of 'Camp Rock 2',Camp Rock 2: The Final Jam,"Introducing Me - From ""Camp Rock 2: The Final Jam""",74tQaH4CxM5Rs9BzerEbHr,0.513,0.496,11,-6.049,1,0.0511,0.46,0,0.106,0.676,113.072,186893,4,8.0
1607,Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,215360,4,8.0
1608,DISPATCH,Bang Bang,The General,6n6EXIwLtNwe4u4CFzENYm,0.541,0.675,10,-6.136,1,0.192,0.446,0,0.107,0.686,91.09,246920,4,8.0
1609,Michael Kiwanuka,Home Again (Deluxe Version),Home Again,5yGVHzJ2Se8pDzR7FIYUlU,0.564,0.32,9,-11.473,0,0.0306,0.706,0,0.123,0.266,85.891,209920,4,11.0
1610,The Tallest Man On Earth,Shallow Grave,The Gardener,5ewQvWOpYJ60zpy9Ap8aK0,0.494,0.533,3,-4.979,0,0.0264,0.928,0,0.131,0.415,95.445,237000,4,11.0
1611,The Black Atlantic,Reverence for Fallen Trees,Dandelion,628fwRnQ4FxxHVxQKPOK4H,0.774,0.184,7,-20.47,1,0.0438,0.93,0.00583,0.0781,0.815,124.078,162787,4,16.0
1612,Colbie Caillat,All Of You,I Do,42loEE51UDcecom9K8K4ei,0.655,0.877,9,-5.656,1,0.0329,0.22,0,0.0785,0.958,144.877,173360,4,8.0
1613,Don McLean,The Best Of Don McLean,American Pie,2QgWuCtBpNIpl5trmKCxRf,0.526,0.509,7,-10.893,1,0.0628,0.6,0,0.144,0.497,138.318,515867,4,16.0
1614,Rick Springfield,Working Class Dog,Jessie's Girl,2F1fnE1a8zQCogM6jJifHH,0.717,0.588,2,-13.953,1,0.0535,0.331,0,0.102,0.852,131.537,194267,4,16.0
1615,Imagine Dragons,Thunder / Young Dumb & Broke (with Khalid) [Medley],Thunder / Young Dumb & Broke (with Khalid) - Medley,7ER7vcy7u2ajg5IV45WBFw,0.439,0.681,0,-5.516,1,0.15,0.101,0.000232,0.395,0.3,168.082,251284,4,1.0
1616,Coldplay,Kaleidoscope EP,All I Can Think About Is You,6V6goat94tTJOWXXKZstNX,0.352,0.711,5,-6.412,1,0.0334,0.157,0.701,0.0683,0.422,73.161,274587,4,2.0
1617,Imagine Dragons,Evolve,Believer,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347,4,14.0
1618,Travis Scott,ASTROWORLD,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,190557,4,19.0
1619,Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",Footloose,6W2VbtvMrDXm5vYeB7amkO,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,220707,4,1.0
1620,Toby Keith,Clancy's Tavern,Made in America,7Lmwj2fe8MpGXypOuLGO2C,0.497,0.701,9,-5.996,1,0.0306,0.0507,0,0.103,0.376,172.126,193133,4,1.0
1621,Europe,The Final Countdown (Expanded Edition),The Final Countdown,3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4,13.0
1622,Thomas Rhett,It Goes Like This,All-American Middle Class White Boy,4HTvTJQsSiHV8mFeyDyhpq,0.628,0.796,5,-4.697,1,0.0411,0.0698,0,0.308,0.845,137.045,179400,4,8.0
1623,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),The Greatest Show,4ylWMuGbMXNDgDd8lErEle,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,302147,4,4.0
1624,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,0.265,0.312,7,-11.689,1,0.0569,0.243,0,0.0893,0.0998,54.747,269453,3,15.0
1625,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),Come Alive,5xNUR50KxswPRAvx7S163g,0.702,0.77,7,-9.411,1,0.128,0.00558,0.000802,0.211,0.235,118.034,225933,4,19.0
1626,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),The Other Side,2cKovq3l6OJjhVVDbVKOsr,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,214373,4,0.0
1627,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),Never Enough,0Gl5s8IhMmQE5YQwM8Qx1J,0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,207787,3,15.0
1628,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),This Is Me,45aBsnKRWUzhwbcqOJLwfe,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4,1.0
1629,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),Rewrite The Stars,65fpYBrI8o2cfrwf2US4gq,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,217440,4,19.0
1630,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),Tightrope,0GVuLQtPXFaL18ijEOqoAa,0.351,0.331,9,-10.316,1,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,234360,3,5.0
1631,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),From Now On,3IkWmgGsXbsafrunwPojXO,0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,349560,4,7.0
1632,Kesha,This Is Me (From The Greatest Showman),This Is Me (From the Greatest Showman),3lCHADWP8ohxnfBiUqAN3o,0.382,0.638,11,-4.516,0,0.041,0.0206,0,0.16,0.15,94.44,234886,4,13.0
1633,Jacob Sutherland,The Greatest Showman Medley: Come Alive / This Is Me / From Now On,The Greatest Showman Medley: Come Alive / This Is Me / From Now On,0nE1c8iHbO0hp3zQxNMFvG,0.519,0.499,0,-8.649,0,0.0603,0.439,9.19e-06,0.0743,0.265,107.995,264351,4,17.0
1634,Maite Perroni,Asi Soy,Asi Soy - Mexico Version,0MaP6uyxXBAjIe7VLsFP5j,0.395,0.681,2,-7.712,1,0.046,0.0324,0,0.0878,0.182,95.943,235600,4,10.0
1635,Jack Ü,Skrillex and Diplo present Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286,4,4.0
1636,Jonas Brothers,Jonas Brothers,S.O.S.,6sDP4912wjwB7BJhbSnjS1,0.584,0.696,7,-3.836,1,0.0694,0.000728,0,0.184,0.699,137.112,153347,4,8.0
1637,Jason Derulo,Jason Derulo (International),Whatcha Say,7xkQdy0cy5ymoWT7nedvLz,0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,221253,4,8.0
1638,Jordin Sparks,Jordin Sparks,No Air (feat. Chris Brown),1jUA4rb6ZCv4gby4YU53xq,0.466,0.759,8,-4.978,0,0.199,0.0521,0,0.0587,0.328,160.033,264373,4,4.0
1639,Pat Benatar,Tropico,We Belong,665Jxlgi1HamPKbW1vwzx4,0.706,0.322,5,-14.108,1,0.0467,0.528,2.37e-06,0.576,0.305,135.154,221133,4,16.0
1640,Mariah Carey,The Emancipation of Mimi,We Belong Together,4EI8VuxUuIHKfafU72emqz,0.84,0.476,0,-7.918,1,0.0629,0.0264,0,0.0865,0.767,139.987,201400,4,3.0
1641,Céline Dion,Falling into You,It's All Coming Back to Me Now,5EQzuYfTZt7B2LqlvTF49l,0.384,0.438,0,-9.149,1,0.0362,0.753,0,0.101,0.287,87.903,456867,4,11.0
1642,Usher,Raymond v Raymond (Expanded Edition),DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,220800,4,14.0
1643,MKTO,MKTO,American Dream,3JMAdPq5TUOKBGsTATjLEH,0.554,0.767,0,-5.043,1,0.0497,0.114,0,0.231,0.497,122.846,225747,4,10.0
1644,Belinda Carlisle,Heaven on Earth (Remastered & Expanded Special Edition),Heaven Is a Place on Earth,4V9BTST4BSkvOL4xIQNHuS,0.634,0.901,4,-6.508,1,0.0333,0.0061,9.01e-06,0.0419,0.687,122.851,247093,4,3.0
